,income
14175,<=50K
16368,<=50K
25866,<=50K
27876,<=50K
24917,<=50K
2956,<=50K
4641,<=50K
14181,>50K
6508,<=50K
762,<=50K
7177,<=50K
23811,<=50K
19256,<=50K
1467,<=50K
11424,<=50K
22239,<=50K
12011,<=50K
30408,<=50K
9215,<=50K
22190,<=50K
23597,<=50K
20152,<=50K
5141,<=50K
6876,<=50K
28209,<=50K
508,<=50K
15388,<=50K
23152,<=50K
20853,<=50K
16425,<=50K
27763,<=50K
18356,<=50K
3292,<=50K
16641,<=50K
21293,<=50K
6296,<=50K
19424,<=50K
4333,>50K
10820,<=50K
3662,>50K
24890,<=50K
26095,<=50K
7924,<=50K
23494,<=50K
16662,>50K
11235,<=50K
23353,<=50K
16327,<=50K
19319,<=50K
15429,<=50K
238,<=50K
29017,<=50K
7248,<=50K
11800,<=50K
28529,<=50K
18438,<=50K
16249,<=50K
26259,<=50K
24983,<=50K
28720,>50K
11916,<=50K
19490,<=50K
8193,<=50K
1337,<=50K
14033,<=50K
24699,>50K
787,>50K
7403,<=50K
23895,>50K
1119,<=50K
9778,>50K
12731,<=50K
5086,<=50K
4796,<=50K
21683,<=50K
5935,<=50K
21095,<=50K
6886,>50K
5924,<=50K
416,<=50K
17888,<=50K
19494,<=50K
25284,<=50K
11680,<=50K
19775,<=50K
10611,<=50K
24551,<=50K
18210,<=50K
1465,<=50K
1297,<=50K
30443,<=50K
13879,>50K
24446,>50K
27103,<=50K
8879,<=50K
7485,>50K
5567,>50K
6029,<=50K
19562,<=50K
5348,<=50K
12335,>50K
17521,<=50K
16494,<=50K
29952,>50K
17279,<=50K
12220,<=50K
11140,<=50K
2248,<=50K
21568,>50K
29526,>50K
23768,<=50K
2765,<=50K
13689,>50K
4887,<=50K
5138,>50K
4712,>50K
1084,>50K
8788,<=50K
26581,<=50K
9208,>50K
13021,<=50K
17911,<=50K
13934,<=50K
6901,>50K
30541,<=50K
21023,>50K
27096,>50K
28418,<=50K
4150,<=50K
26780,<=50K
26337,<=50K
13922,<=50K
11976,>50K
19863,>50K
13739,<=50K
26628,<=50K
14436,<=50K
23476,<=50K
17728,<=50K
29033,<=50K
25808,<=50K
5176,>50K
8965,>50K
27118,>50K
24879,<=50K
29893,<=50K
8051,<=50K
24888,<=50K
2746,<=50K
18086,<=50K
30240,<=50K
23623,<=50K
24534,>50K
25057,<=50K
6669,<=50K
4046,<=50K
18797,<=50K
21324,<=50K
21647,<=50K
24354,>50K
9736,<=50K
27276,>50K
12048,<=50K
1750,<=50K
9104,<=50K
10806,<=50K
24612,<=50K
13808,>50K
22805,>50K
15867,<=50K
20975,<=50K
20942,<=50K
28427,<=50K
1327,>50K
484,>50K
19795,<=50K
16484,<=50K
29241,>50K
14966,<=50K
15306,>50K
6482,<=50K
6343,<=50K
24618,>50K
6198,<=50K
22365,<=50K
4783,<=50K
27306,>50K
23048,>50K
17756,<=50K
5507,<=50K
27443,<=50K
4970,<=50K
14812,<=50K
6370,<=50K
15981,<=50K
5659,<=50K
5600,<=50K
17953,<=50K
11577,<=50K
25913,>50K
23948,<=50K
17798,<=50K
13768,<=50K
6131,<=50K
20055,<=50K
3363,<=50K
28722,>50K
7546,<=50K
19523,<=50K
21810,<=50K
25795,<=50K
24649,<=50K
29471,>50K
27744,<=50K
18211,>50K
16800,<=50K
7094,<=50K
23587,<=50K
12619,<=50K
28123,<=50K
7837,<=50K
8524,<=50K
14670,<=50K
11137,<=50K
19774,<=50K
10471,<=50K
13446,<=50K
27561,<=50K
29623,<=50K
9836,<=50K
19690,>50K
27899,<=50K
1322,>50K
8104,>50K
17050,<=50K
5108,<=50K
9655,<=50K
2750,<=50K
19668,<=50K
22275,<=50K
14891,>50K
5294,<=50K
27531,>50K
15063,<=50K
15826,<=50K
23474,<=50K
21770,<=50K
805,<=50K
18375,<=50K
27332,<=50K
19779,<=50K
13539,>50K
3837,<=50K
21243,<=50K
20420,<=50K
12724,>50K
2486,<=50K
3169,>50K
19288,<=50K
2558,>50K
2468,>50K
799,>50K
10873,<=50K
10359,<=50K
21231,<=50K
4362,<=50K
1953,>50K
25358,<=50K
9796,<=50K
16903,<=50K
800,<=50K
21033,<=50K
11890,<=50K
19764,<=50K
20381,<=50K
11122,<=50K
17428,<=50K
666,<=50K
5868,<=50K
28945,<=50K
29465,<=50K
15526,<=50K
11403,>50K
9910,<=50K
3300,>50K
11032,>50K
11433,<=50K
8757,<=50K
27957,<=50K
4764,<=50K
10018,>50K
27271,>50K
25178,<=50K
20258,<=50K
26213,<=50K
3844,>50K
21604,>50K
9791,<=50K
24945,<=50K
27949,<=50K
23005,<=50K
21505,<=50K
6928,>50K
12880,<=50K
18847,>50K
27636,<=50K
24737,<=50K
12193,<=50K
1390,<=50K
9060,>50K
12161,<=50K
19383,<=50K
27948,<=50K
25714,<=50K
24604,<=50K
7968,<=50K
10738,>50K
6617,<=50K
20765,>50K
5591,<=50K
21366,>50K
30626,<=50K
2808,<=50K
4261,<=50K
8206,>50K
24992,<=50K
866,<=50K
3441,<=50K
24343,<=50K
19629,<=50K
30535,<=50K
3420,<=50K
15205,<=50K
1988,<=50K
549,<=50K
24722,<=50K
14578,<=50K
11636,<=50K
13673,>50K
2795,>50K
25807,<=50K
23373,<=50K
10506,<=50K
20252,<=50K
25499,>50K
9774,<=50K
20339,<=50K
17325,>50K
18930,<=50K
29124,<=50K
821,<=50K
9752,<=50K
10646,<=50K
17724,>50K
2311,<=50K
12378,<=50K
362,<=50K
6565,>50K
19311,<=50K
22260,>50K
24181,<=50K
18106,<=50K
14320,<=50K
1904,<=50K
15389,>50K
30649,<=50K
28203,<=50K
19676,>50K
9233,<=50K
12675,<=50K
24032,>50K
13983,<=50K
17197,<=50K
3412,<=50K
11881,<=50K
24327,<=50K
22672,<=50K
30672,<=50K
22916,>50K
22436,<=50K
26643,>50K
7221,<=50K
30044,<=50K
9053,<=50K
19948,<=50K
1221,<=50K
8371,>50K
24939,<=50K
7720,<=50K
13811,<=50K
26955,<=50K
2199,>50K
19268,>50K
22209,<=50K
3544,>50K
2105,<=50K
23526,<=50K
6666,<=50K
2820,>50K
18653,<=50K
27755,<=50K
15855,<=50K
29896,<=50K
19350,<=50K
1017,<=50K
23996,>50K
23864,>50K
9219,<=50K
27268,>50K
6179,<=50K
17119,<=50K
13437,<=50K
29781,<=50K
23535,>50K
5149,<=50K
23804,<=50K
9685,<=50K
6194,<=50K
10712,<=50K
9496,<=50K
28013,<=50K
20794,>50K
13754,>50K
15380,>50K
712,<=50K
15601,<=50K
10074,<=50K
13190,<=50K
3722,>50K
16353,<=50K
15559,>50K
25075,<=50K
4612,<=50K
14993,<=50K
5672,<=50K
2328,<=50K
11555,<=50K
2130,<=50K
1805,>50K
25509,<=50K
22007,<=50K
5658,<=50K
25222,>50K
30209,<=50K
18977,<=50K
26119,<=50K
139,<=50K
2911,<=50K
1906,>50K
27518,<=50K
24357,<=50K
24270,<=50K
22424,<=50K
14317,<=50K
8510,<=50K
25876,<=50K
14753,<=50K
11009,>50K
26489,<=50K
9967,<=50K
18243,<=50K
18982,<=50K
18314,<=50K
347,>50K
16758,>50K
24996,<=50K
17020,<=50K
24952,<=50K
10544,<=50K
5137,<=50K
2985,<=50K
2250,<=50K
4055,<=50K
30103,<=50K
18681,>50K
1884,<=50K
2406,>50K
2190,<=50K
2409,<=50K
18816,<=50K
13133,<=50K
16069,<=50K
12810,<=50K
16049,<=50K
27283,>50K
23319,<=50K
19488,>50K
12345,<=50K
6608,>50K
5506,<=50K
13687,<=50K
18060,<=50K
10705,<=50K
851,<=50K
11332,<=50K
28644,>50K
12845,<=50K
23790,<=50K
4500,<=50K
20600,<=50K
11111,<=50K
30207,<=50K
16184,<=50K
18687,<=50K
15148,>50K
19784,<=50K
5790,>50K
721,<=50K
13383,<=50K
2841,>50K
29192,<=50K
15935,<=50K
11903,<=50K
13789,<=50K
30038,>50K
24665,<=50K
19291,>50K
3542,<=50K
881,<=50K
18036,<=50K
18103,<=50K
18268,>50K
5412,<=50K
25589,>50K
10811,<=50K
19258,>50K
22561,<=50K
20479,<=50K
29196,<=50K
24902,<=50K
10130,<=50K
30498,<=50K
7254,<=50K
6085,>50K
568,<=50K
27330,<=50K
11108,<=50K
21506,<=50K
834,<=50K
20124,>50K
2289,<=50K
9461,<=50K
27778,<=50K
27447,<=50K
20583,<=50K
7058,<=50K
25534,<=50K
1031,<=50K
27430,>50K
10303,<=50K
29137,>50K
26847,>50K
22409,>50K
15801,<=50K
7738,>50K
21517,<=50K
8030,<=50K
5888,<=50K
28672,>50K
30456,<=50K
5080,<=50K
30053,<=50K
10289,<=50K
29407,>50K
17132,>50K
21525,>50K
19211,<=50K
20926,<=50K
11598,<=50K
19264,<=50K
11335,<=50K
8288,<=50K
21066,<=50K
30177,<=50K
15763,<=50K
3328,>50K
27569,<=50K
16314,>50K
9735,<=50K
10568,<=50K
28818,<=50K
23767,<=50K
196,<=50K
18662,<=50K
5476,<=50K
3528,<=50K
2690,<=50K
28221,>50K
26306,<=50K
30171,<=50K
290,<=50K
13517,>50K
3483,<=50K
4174,>50K
18809,<=50K
11036,<=50K
1131,>50K
11395,<=50K
17923,>50K
25779,<=50K
418,>50K
22075,<=50K
30153,<=50K
1512,>50K
17723,>50K
13418,>50K
21703,>50K
12797,<=50K
11033,>50K
22783,>50K
8725,<=50K
21868,<=50K
1138,>50K
958,>50K
5880,<=50K
22653,<=50K
21866,<=50K
23334,<=50K
25011,<=50K
3455,<=50K
1015,<=50K
24430,<=50K
28353,<=50K
4311,<=50K
1848,>50K
13994,>50K
15869,>50K
15218,>50K
23980,<=50K
27939,<=50K
16132,<=50K
2025,<=50K
4474,>50K
30409,>50K
6260,>50K
16065,>50K
6335,<=50K
5771,<=50K
21987,>50K
3667,<=50K
23563,<=50K
5917,<=50K
30635,<=50K
7866,>50K
27073,<=50K
16271,>50K
3974,>50K
18859,<=50K
6831,>50K
30623,>50K
7220,>50K
7685,<=50K
28599,<=50K
30012,<=50K
26977,<=50K
24750,<=50K
2936,>50K
8026,<=50K
13936,<=50K
26315,<=50K
7781,>50K
18330,<=50K
13156,<=50K
26915,<=50K
2099,>50K
935,>50K
18666,<=50K
13026,<=50K
29538,<=50K
14595,>50K
8512,<=50K
9224,<=50K
5215,<=50K
3547,>50K
2931,<=50K
3315,>50K
10291,<=50K
22464,<=50K
30528,<=50K
25224,>50K
25483,<=50K
8131,<=50K
7359,<=50K
25307,<=50K
18710,>50K
11960,<=50K
28539,<=50K
1569,<=50K
27786,<=50K
16434,<=50K
21588,<=50K
22547,>50K
7926,<=50K
24156,<=50K
8578,<=50K
10360,<=50K
16551,<=50K
3347,>50K
6519,>50K
18868,<=50K
2742,<=50K
316,<=50K
3612,<=50K
2759,>50K
23422,<=50K
9417,>50K
29525,<=50K
12157,<=50K
28911,>50K
69,>50K
23797,>50K
28597,<=50K
9730,<=50K
1282,<=50K
4617,>50K
24633,>50K
29334,<=50K
2672,<=50K
13996,>50K
18355,>50K
9355,<=50K
7536,<=50K
26668,<=50K
27719,<=50K
11342,>50K
11351,>50K
3928,<=50K
7936,<=50K
18322,>50K
27293,<=50K
1882,<=50K
12984,<=50K
20516,<=50K
17813,>50K
20633,<=50K
21804,>50K
17591,<=50K
6112,<=50K
1056,<=50K
29751,<=50K
5914,<=50K
17015,<=50K
18474,<=50K
9915,<=50K
13145,>50K
25141,<=50K
26588,>50K
27931,>50K
7779,<=50K
4435,<=50K
11202,>50K
8717,<=50K
1855,<=50K
8388,<=50K
2337,>50K
17765,<=50K
7970,<=50K
9148,<=50K
4936,<=50K
1559,>50K
14739,<=50K
29493,<=50K
13558,<=50K
19922,<=50K
28745,>50K
7192,<=50K
2713,<=50K
5267,>50K
19301,>50K
10746,<=50K
5572,<=50K
7091,<=50K
1921,<=50K
22959,>50K
3123,<=50K
24432,<=50K
22525,<=50K
21186,<=50K
27095,>50K
6036,<=50K
17261,>50K
10577,>50K
11941,>50K
4215,<=50K
8395,<=50K
23285,>50K
21752,<=50K
23554,<=50K
2291,<=50K
9592,<=50K
15513,<=50K
11457,<=50K
7375,>50K
28196,<=50K
6497,<=50K
1900,<=50K
28276,<=50K
7846,<=50K
24161,>50K
13358,<=50K
13896,<=50K
13123,<=50K
12827,<=50K
28377,<=50K
13241,<=50K
6823,>50K
1937,<=50K
16677,<=50K
11585,<=50K
3194,<=50K
8347,<=50K
27671,<=50K
21663,>50K
3136,>50K
27097,<=50K
24546,<=50K
29052,<=50K
5021,>50K
2607,<=50K
24074,<=50K
17151,>50K
19119,>50K
27714,<=50K
16096,<=50K
2609,<=50K
891,>50K
1995,<=50K
26621,>50K
9306,<=50K
19154,<=50K
5539,<=50K
9739,<=50K
25339,<=50K
29729,<=50K
29359,<=50K
9908,<=50K
10320,<=50K
4222,<=50K
2114,<=50K
4154,<=50K
604,>50K
20483,<=50K
20390,<=50K
16684,>50K
15720,<=50K
4318,>50K
18519,<=50K
8141,>50K
25895,>50K
17174,<=50K
18078,<=50K
597,<=50K
6551,<=50K
24398,<=50K
11040,<=50K
9909,>50K
137,>50K
18135,<=50K
24733,>50K
20023,>50K
13736,<=50K
19827,>50K
4219,<=50K
8195,>50K
4504,<=50K
26911,<=50K
29531,>50K
26988,>50K
2947,<=50K
26980,<=50K
13603,<=50K
25304,<=50K
29689,<=50K
11856,>50K
15116,>50K
12982,<=50K
25948,<=50K
12398,<=50K
20196,<=50K
23917,<=50K
30606,>50K
14138,<=50K
11060,<=50K
9297,>50K
14984,<=50K
13878,>50K
2346,>50K
21423,<=50K
21850,<=50K
695,<=50K
8814,>50K
25717,>50K
22794,<=50K
22456,<=50K
21386,<=50K
5905,<=50K
23929,<=50K
3790,>50K
20143,>50K
26586,<=50K
15506,<=50K
2061,<=50K
2725,<=50K
22887,<=50K
9861,<=50K
27217,>50K
18393,>50K
10534,<=50K
15351,<=50K
12899,<=50K
8047,<=50K
9154,>50K
26544,<=50K
9387,>50K
7796,<=50K
15697,>50K
10167,>50K
2481,<=50K
10698,<=50K
14116,<=50K
29759,<=50K
6581,>50K
4677,<=50K
15357,<=50K
12447,<=50K
6146,>50K
1712,<=50K
10398,<=50K
9408,<=50K
22710,>50K
5521,<=50K
26690,<=50K
1197,>50K
21699,>50K
21210,<=50K
28645,<=50K
12568,>50K
22010,>50K
10367,<=50K
6727,<=50K
7145,>50K
4958,<=50K
17760,>50K
14576,>50K
26768,>50K
10992,<=50K
19722,<=50K
6280,<=50K
24126,<=50K
26491,<=50K
2933,>50K
28269,>50K
16224,<=50K
7215,>50K
26445,<=50K
18145,<=50K
4136,<=50K
14946,<=50K
14094,>50K
12197,>50K
1938,<=50K
29828,>50K
9716,<=50K
18573,<=50K
19637,>50K
14667,>50K
6464,<=50K
21058,>50K
725,>50K
10447,>50K
22515,<=50K
12828,<=50K
11157,<=50K
8457,<=50K
6425,<=50K
29437,<=50K
10302,<=50K
14961,<=50K
19087,>50K
24050,<=50K
2570,<=50K
9298,<=50K
13273,<=50K
14481,<=50K
5956,<=50K
8343,>50K
14270,<=50K
19192,<=50K
2258,<=50K
2419,>50K
20982,<=50K
17354,<=50K
30510,<=50K
16326,<=50K
29155,<=50K
22224,>50K
5638,<=50K
17173,<=50K
8580,<=50K
2531,<=50K
17982,<=50K
17820,>50K
24570,>50K
2559,<=50K
25538,<=50K
27905,<=50K
23718,<=50K
18692,<=50K
27449,<=50K
1890,<=50K
22318,<=50K
29165,<=50K
30620,<=50K
15108,<=50K
14904,<=50K
13631,>50K
28307,>50K
17517,<=50K
30201,>50K
17885,<=50K
25444,>50K
20620,<=50K
8387,>50K
5761,>50K
19230,>50K
26099,<=50K
12054,<=50K
13820,<=50K
19170,<=50K
1880,>50K
18606,<=50K
23358,>50K
5010,<=50K
22997,<=50K
9356,>50K
11518,<=50K
18571,<=50K
18400,>50K
1324,<=50K
16619,<=50K
8346,>50K
19343,<=50K
16874,>50K
14079,<=50K
3968,<=50K
3465,<=50K
23222,>50K
7163,<=50K
29015,<=50K
7495,<=50K
8690,<=50K
25621,<=50K
15908,>50K
18032,<=50K
16877,<=50K
25927,<=50K
5396,<=50K
396,<=50K
1194,<=50K
3029,<=50K
15100,>50K
21569,<=50K
21182,<=50K
12313,>50K
28026,<=50K
30273,<=50K
17828,<=50K
9985,<=50K
24102,<=50K
18082,<=50K
3202,<=50K
16598,<=50K
5685,<=50K
26480,<=50K
2541,>50K
22162,<=50K
3028,<=50K
20936,<=50K
1563,>50K
18512,<=50K
29718,<=50K
25494,<=50K
523,<=50K
20019,>50K
17783,<=50K
19257,<=50K
10672,<=50K
9671,<=50K
25539,<=50K
30493,<=50K
27077,<=50K
8190,<=50K
25661,<=50K
29927,>50K
18950,>50K
26281,<=50K
15166,<=50K
1581,>50K
24291,<=50K
10714,>50K
18630,<=50K
27869,<=50K
10315,<=50K
28592,<=50K
15255,>50K
25992,<=50K
4655,<=50K
25825,<=50K
12423,<=50K
18726,<=50K
26200,<=50K
21384,<=50K
2734,<=50K
14709,>50K
18398,<=50K
28947,>50K
16397,<=50K
26964,<=50K
18912,<=50K
26560,>50K
22526,>50K
16602,<=50K
14020,>50K
2149,<=50K
2954,>50K
21986,<=50K
3591,>50K
8749,<=50K
859,>50K
16105,<=50K
28851,<=50K
30182,>50K
18798,<=50K
5655,<=50K
11404,>50K
14121,<=50K
1181,<=50K
21539,>50K
9959,<=50K
30298,<=50K
25513,<=50K
18468,>50K
6500,<=50K
11603,<=50K
4254,<=50K
19601,<=50K
26321,<=50K
22839,>50K
14424,<=50K
899,>50K
7342,>50K
13084,<=50K
6405,<=50K
10116,<=50K
3255,<=50K
19681,<=50K
5650,<=50K
15159,<=50K
15699,>50K
19760,<=50K
670,<=50K
7206,<=50K
6412,<=50K
8208,<=50K
20526,<=50K
18729,<=50K
29206,<=50K
3187,<=50K
20517,<=50K
5147,<=50K
13482,<=50K
19817,<=50K
29840,<=50K
28410,<=50K
14271,>50K
24230,<=50K
13028,<=50K
11778,<=50K
29234,>50K
20156,<=50K
23463,<=50K
16245,<=50K
16016,<=50K
5577,<=50K
27783,<=50K
20787,<=50K
8858,<=50K
7650,<=50K
14286,>50K
16513,<=50K
28058,<=50K
12045,<=50K
3989,<=50K
4915,<=50K
28014,<=50K
10494,>50K
11462,<=50K
18204,<=50K
11476,>50K
24317,>50K
9639,<=50K
22911,<=50K
23086,<=50K
3172,>50K
9470,>50K
15663,<=50K
1991,<=50K
6591,<=50K
1898,<=50K
91,<=50K
595,<=50K
3759,<=50K
11530,>50K
19143,<=50K
28753,<=50K
29825,<=50K
1191,<=50K
25328,<=50K
6844,<=50K
22996,>50K
1482,<=50K
14488,<=50K
22115,<=50K
21459,>50K
7621,<=50K
5781,<=50K
21806,>50K
19056,<=50K
30558,<=50K
27643,>50K
16027,>50K
26273,>50K
13107,<=50K
23408,<=50K
20637,<=50K
15484,<=50K
7266,<=50K
8494,>50K
3203,<=50K
9022,<=50K
20660,<=50K
16681,>50K
22074,<=50K
27227,<=50K
5377,>50K
12989,>50K
2902,<=50K
16586,<=50K
16149,>50K
17038,>50K
17534,<=50K
9857,<=50K
10118,<=50K
17553,>50K
3621,<=50K
26070,<=50K
21730,<=50K
18099,<=50K
283,<=50K
3446,<=50K
28793,<=50K
4944,>50K
10776,>50K
21677,<=50K
1307,<=50K
12422,>50K
385,<=50K
9779,<=50K
21630,<=50K
20360,<=50K
6733,<=50K
9042,<=50K
18906,<=50K
30526,<=50K
6531,>50K
8450,>50K
29279,<=50K
19541,<=50K
13284,<=50K
18694,<=50K
6585,<=50K
17401,<=50K
10221,<=50K
18331,>50K
2548,>50K
11503,<=50K
19990,<=50K
12077,>50K
12430,<=50K
24315,>50K
11868,<=50K
335,<=50K
8706,<=50K
12320,<=50K
22286,<=50K
11117,<=50K
15892,<=50K
5904,<=50K
7397,<=50K
9553,<=50K
10847,<=50K
29807,>50K
12934,<=50K
12405,<=50K
30055,<=50K
21137,<=50K
3388,<=50K
30121,<=50K
9530,<=50K
12289,<=50K
7110,>50K
7973,<=50K
25634,>50K
2999,<=50K
19008,>50K
29316,>50K
22191,<=50K
14383,>50K
24537,<=50K
465,<=50K
11484,<=50K
10326,<=50K
23069,>50K
20651,>50K
28689,<=50K
6046,<=50K
15135,<=50K
24411,<=50K
20522,>50K
13128,<=50K
18712,<=50K
4671,<=50K
26781,<=50K
21898,<=50K
22438,<=50K
667,<=50K
24219,>50K
8564,>50K
16114,>50K
3674,<=50K
722,<=50K
14081,<=50K
18195,<=50K
24209,<=50K
15106,<=50K
22929,<=50K
9228,<=50K
21757,>50K
13910,<=50K
4965,<=50K
10347,<=50K
6393,<=50K
7568,<=50K
10110,<=50K
21069,>50K
11578,<=50K
27839,<=50K
25394,<=50K
30656,<=50K
24299,<=50K
21370,<=50K
21869,<=50K
3840,<=50K
14039,<=50K
24326,<=50K
21043,<=50K
13331,<=50K
21626,<=50K
21362,<=50K
20081,>50K
24981,<=50K
23493,<=50K
29510,<=50K
24678,>50K
25540,<=50K
16890,<=50K
13305,<=50K
7566,>50K
5574,>50K
14947,<=50K
20130,<=50K
17414,<=50K
12319,<=50K
18634,<=50K
4223,<=50K
6192,>50K
24510,<=50K
19871,>50K
15902,<=50K
6397,<=50K
22643,<=50K
4828,<=50K
22955,>50K
2684,<=50K
11066,<=50K
20002,>50K
23921,<=50K
23961,<=50K
4853,<=50K
6090,<=50K
5534,<=50K
13989,<=50K
27013,<=50K
13708,<=50K
12819,<=50K
4519,<=50K
3750,<=50K
1595,<=50K
1362,<=50K
17544,<=50K
16220,<=50K
17309,<=50K
16755,<=50K
14458,<=50K
20642,<=50K
14114,<=50K
19334,<=50K
5119,<=50K
16100,<=50K
15884,<=50K
17993,<=50K
28535,<=50K
17903,<=50K
24997,<=50K
6052,<=50K
15298,<=50K
27685,<=50K
30184,>50K
6568,>50K
3082,>50K
9085,<=50K
22085,>50K
9503,<=50K
10148,<=50K
8239,>50K
14164,<=50K
7996,<=50K
26483,<=50K
11516,<=50K
19712,<=50K
29003,<=50K
6448,<=50K
26839,<=50K
20639,<=50K
14887,<=50K
25226,>50K
11056,>50K
9144,<=50K
791,<=50K
15761,>50K
10743,<=50K
28558,<=50K
16868,<=50K
4243,>50K
8205,<=50K
3404,<=50K
8774,<=50K
10339,<=50K
12474,>50K
21460,<=50K
9852,<=50K
3424,>50K
28437,<=50K
16805,<=50K
12059,>50K
25707,>50K
11703,<=50K
18925,>50K
20674,<=50K
23257,<=50K
13087,>50K
28574,<=50K
11931,<=50K
8776,<=50K
6689,<=50K
18502,<=50K
29553,<=50K
18140,<=50K
24540,>50K
10146,<=50K
3057,>50K
22718,>50K
542,<=50K
25596,<=50K
8555,<=50K
19625,<=50K
3786,<=50K
14627,<=50K
24261,<=50K
27774,<=50K
29763,>50K
21843,<=50K
13291,<=50K
9814,<=50K
10833,<=50K
22503,<=50K
4877,<=50K
11819,<=50K
8693,>50K
2070,<=50K
2627,<=50K
20776,<=50K
741,<=50K
23933,>50K
14917,<=50K
13778,>50K
1942,<=50K
20792,<=50K
22819,<=50K
21523,<=50K
20225,>50K
29648,<=50K
13923,<=50K
20836,<=50K
19267,<=50K
11802,<=50K
26729,<=50K
13525,>50K
11365,<=50K
16104,<=50K
29429,>50K
26996,<=50K
29827,<=50K
17110,<=50K
19704,>50K
2215,<=50K
5090,<=50K
27421,<=50K
10337,>50K
28898,>50K
7147,<=50K
8385,>50K
4355,<=50K
10192,<=50K
11536,>50K
12687,<=50K
9249,>50K
811,<=50K
9963,>50K
1302,>50K
13381,<=50K
13698,<=50K
5446,>50K
21679,>50K
13041,<=50K
1778,<=50K
1287,<=50K
25785,<=50K
11390,<=50K
22211,<=50K
19720,>50K
16975,<=50K
24079,<=50K
19761,<=50K
24674,<=50K
8463,<=50K
27001,<=50K
14999,<=50K
23509,<=50K
29105,<=50K
22671,<=50K
7037,<=50K
16747,>50K
28380,<=50K
28174,>50K
287,>50K
20107,<=50K
27220,<=50K
22801,>50K
11344,<=50K
3693,<=50K
21288,<=50K
17127,>50K
11094,<=50K
18225,<=50K
29189,<=50K
19431,<=50K
18076,<=50K
26143,<=50K
16507,>50K
15053,<=50K
1153,<=50K
28218,<=50K
25207,>50K
24058,>50K
18399,<=50K
12915,<=50K
16052,<=50K
19156,>50K
5274,<=50K
1545,<=50K
3730,>50K
22734,>50K
10255,<=50K
26238,<=50K
28813,>50K
7385,<=50K
9901,<=50K
8181,>50K
24746,<=50K
19900,<=50K
26565,<=50K
25100,>50K
10390,<=50K
13502,<=50K
27641,<=50K
29805,<=50K
15539,>50K
4837,>50K
10993,<=50K
20217,>50K
22797,>50K
9288,>50K
12906,<=50K
8949,<=50K
8459,<=50K
5357,>50K
19425,<=50K
11223,<=50K
28132,<=50K
22748,<=50K
6772,<=50K
26186,<=50K
24095,<=50K
27469,<=50K
1295,<=50K
29859,>50K
10053,<=50K
22108,>50K
23148,>50K
17586,<=50K
24311,<=50K
4454,<=50K
15083,<=50K
23827,<=50K
23839,>50K
22071,>50K
28378,>50K
4570,<=50K
16762,>50K
21225,<=50K
24905,<=50K
11716,>50K
17055,>50K
23979,<=50K
20685,<=50K
14128,>50K
7739,<=50K
18185,<=50K
11276,>50K
28018,>50K
10892,>50K
26113,<=50K
26922,<=50K
397,<=50K
24988,>50K
8731,<=50K
13535,<=50K
20125,<=50K
2856,<=50K
18864,<=50K
1656,<=50K
12868,<=50K
10551,<=50K
12875,<=50K
18041,<=50K
26164,<=50K
28593,<=50K
22092,>50K
5002,<=50K
7567,<=50K
29035,<=50K
6638,<=50K
22834,<=50K
7662,<=50K
5973,<=50K
14250,<=50K
12994,<=50K
7611,<=50K
22073,>50K
4600,<=50K
5468,<=50K
4684,<=50K
29299,>50K
802,>50K
4455,>50K
12596,<=50K
25170,<=50K
1336,<=50K
23411,<=50K
23608,<=50K
1378,<=50K
21337,<=50K
2278,<=50K
23870,<=50K
17413,>50K
19390,>50K
16073,<=50K
20645,>50K
15065,<=50K
24511,>50K
7966,<=50K
6587,<=50K
10296,>50K
29673,>50K
20470,<=50K
7979,<=50K
30376,>50K
19414,>50K
13995,<=50K
658,>50K
18589,>50K
10022,<=50K
29289,<=50K
2876,<=50K
19526,<=50K
27160,<=50K
26176,>50K
16670,<=50K
9150,<=50K
14291,<=50K
22728,<=50K
9598,>50K
24068,>50K
19481,<=50K
15030,<=50K
29117,<=50K
5540,>50K
1164,>50K
25076,<=50K
26422,<=50K
4550,>50K
22459,<=50K
1206,<=50K
25587,>50K
26618,>50K
29030,<=50K
25040,<=50K
8622,>50K
24683,<=50K
20879,<=50K
20568,<=50K
28290,<=50K
28726,>50K
954,>50K
8073,<=50K
6758,<=50K
24483,<=50K
7539,<=50K
15579,<=50K
193,<=50K
4760,<=50K
12673,>50K
17779,<=50K
20564,<=50K
10625,<=50K
3289,<=50K
19427,<=50K
16584,<=50K
7374,<=50K
11921,>50K
19417,<=50K
13701,>50K
17457,>50K
12276,<=50K
10257,>50K
9294,>50K
27668,<=50K
29374,>50K
3033,<=50K
8741,<=50K
340,>50K
19957,<=50K
947,<=50K
29931,<=50K
24476,<=50K
26352,<=50K
29089,<=50K
3593,<=50K
10807,>50K
16946,<=50K
18603,<=50K
24628,>50K
27616,<=50K
27007,<=50K
6732,<=50K
6486,>50K
3897,>50K
7013,<=50K
28124,<=50K
27529,<=50K
15326,<=50K
28278,<=50K
6534,>50K
11617,<=50K
26524,<=50K
14986,<=50K
9938,<=50K
27490,>50K
8680,<=50K
22585,<=50K
7383,>50K
11859,<=50K
5746,<=50K
6843,<=50K
6337,<=50K
14036,<=50K
23097,>50K
23009,<=50K
1102,<=50K
8727,<=50K
9130,<=50K
26822,<=50K
30617,<=50K
21673,<=50K
9631,<=50K
